ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
deliver_p-660274,2023-07-20 06:07:52+00:00,package delivered,,,"['i-881942', 'i-881897', 'i-881890', 'i-881892', 'i-881940']","['MacBook Pro', 'Echo Show 8', 'Fire Stick 4K', 'Echo', 'Echo Studio']",['Majid Rafiei'],['p-660274']
pick_i-882090,2023-07-20 06:50:40+00:00,pick item,,,['i-882090'],['iPad mini'],['Nina Graves'],
reorder_i-881909,2023-07-20 07:23:56+00:00,reorder item,,,['i-881909'],['Fire Stick'],['Mahsa Bafrani'],
pick_i-882098,2023-07-20 08:10:30+00:00,pick item,,,['i-882098'],['iPhone 11 Pro'],['Detlef Wetzeler'],
pick_i-882101,2023-07-20 08:10:30+00:00,pick item,,,['i-882101'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
pick_i-881956,2023-07-20 08:15:20+00:00,pick item,,,['i-881956'],['Echo Show 5'],['Nina Graves'],
deliver_p-660275,2023-07-20 08:38:19+00:00,package delivered,,,"['i-881866', 'i-881865', 'i-881806', 'i-881715']","['Kindle', 'iPhone 11', 'iPhone X', 'iPhone 11']",['Gyunam Park'],['p-660275']
confirm_o-990531,2023-07-20 08:54:11+00:00,confirm order,['o-990531'],['Eastern Oak Insurance Zrt.'],"['i-882091', 'i-882092']","['Echo', 'Echo']",['Mara Nitschke'],
pick_i-882087,2023-07-20 09:04:00+00:00,pick item,,,['i-882087'],['Kindle Paperwhite'],['Marco Pegoraro'],
place_o-990540,2023-07-20 09:17:48+00:00,place order,['o-990540'],['Riviera Robotics SAS'],"['i-882134', 'i-882135']","['Kindle Paperwhite', 'iPad']",,
reminder_o-990499_116,2023-07-20 09:23:37+00:00,payment reminder,['o-990499'],,['i-881952'],['MacBook Air'],,
pay_o-990506,2023-07-20 09:29:14+00:00,pay order,['o-990506'],,"['i-881983', 'i-881984', 'i-881985', 'i-881986', 'i-881987', 'i-881988']","['iPhone 8', 'Echo Show 5', 'Kindle Paperwhite', 'Echo Plus', 'MacBook Pro', 'iPad mini']",,
pick_i-882117,2023-07-20 09:30:38+00:00,pick item,,,['i-882117'],['MacBook Air'],['Nina Graves'],
pick_i-882091,2023-07-20 09:44:11+00:00,pick item,,,['i-882091'],['Echo'],['Benedikt Knopp'],
pick_i-882105,2023-07-20 10:25:45+00:00,pick item,,,['i-882105'],['Echo Show 5'],['Detlef Wetzeler'],
pick_i-882106,2023-07-20 10:25:45+00:00,pick item,,,['i-882106'],['MacBook Pro'],['Nina Graves'],
create_p-660284,2023-07-20 10:46:03+00:00,create package,,,"['i-882030', 'i-882033', 'i-882034', 'i-882117', 'i-882031']","['Fire Stick', 'Echo Show 5', 'iPhone 8', 'MacBook Air', 'Fire Stick']",['Leah Tacke genannt Unterberg'],['p-660284']
pick_i-882096,2023-07-20 10:46:03+00:00,pick item,,,['i-882096'],['iPhone X'],['Marco Pegoraro'],
pick_i-882094,2023-07-20 10:46:03+00:00,pick item,,,['i-882094'],['iPad Air'],['Marco Pegoraro'],
place_o-990541,2023-07-20 10:53:42+00:00,place order,['o-990541'],['Iberian Sun Solaridades SA'],"['i-882136', 'i-882137']","['iPad mini', 'iPad']",,
deliver_p-660276,2023-07-20 11:26:02+00:00,package delivered,,,"['i-881982', 'i-881981', 'i-881795', 'i-881980']","['Echo', 'Echo Plus', 'Echo Plus', 'Echo Show 5']",['Viki Peeva'],['p-660276']
reorder_i-881979,2023-07-20 12:16:46+00:00,reorder item,,,['i-881979'],['iPad Pro'],['Marco Pegoraro'],
pick_i-882102,2023-07-20 12:37:10+00:00,pick item,,,['i-882102'],['iPad'],['Marco Pegoraro'],
place_o-990542,2023-07-20 13:05:30+00:00,place order,['o-990542'],['Golden Fleece Textiles S.A.R.L.'],"['i-882138', 'i-882139', 'i-882140']","['Echo Show 5', 'Echo Studio', 'iPhone 11']",,
pick_i-882131,2023-07-20 13:40:55+00:00,pick item,,,['i-882131'],['Echo Plus'],['Mahsa Bafrani'],
pick_i-882114,2023-07-20 13:57:18+00:00,pick item,,,['i-882114'],['iPad'],['Benedikt Knopp'],
reorder_i-882004,2023-07-20 14:09:57+00:00,reorder item,,,['i-882004'],['iPhone X'],['Mahsa Bafrani'],
place_o-990543,2023-07-20 14:29:05+00:00,place order,['o-990543'],['Carpathian Financial Services plc'],"['i-882141', 'i-882142', 'i-882143', 'i-882144', 'i-882145', 'i-882146']","['iPhone X', 'iPad', 'Echo Show 8', 'Echo Show 8', 'Echo Studio', 'iPad mini']",,
fail_p-660266_71,2023-07-20 14:35:37+00:00,failed delivery,,,"['i-881921', 'i-881920', 'i-881901', 'i-881904', 'i-881903', 'i-881923', 'i-881757', 'i-881918', 'i-881917', 'i-881919']","['Kindle Paperwhite', 'iPad Pro', 'Kindle', 'Fire Stick', 'iPhone 11 Pro', 'Echo Show 8', 'Kindle Paperwhite', 'Kindle Paperwhite', 'Kindle', 'MacBook Pro']",['Majid Rafiei'],['p-660266']
deliver_p-660277,2023-07-20 14:39:07+00:00,package delivered,,,"['i-882041', 'i-882037', 'i-882036', 'i-881809']","['iPad Pro', 'iPhone 11', 'Fire Stick 4K', 'Echo Studio']",['Majid Rafiei'],['p-660277']
send_p-660284,2023-07-20 15:46:03+00:00,send package,,,"['i-882030', 'i-882033', 'i-882034', 'i-882117', 'i-882031']","['Fire Stick', 'Echo Show 5', 'iPhone 8', 'MacBook Air', 'Fire Stick']","['Gyunam Park', 'Benedikt Knopp']",['p-660284']
create_p-660285,2023-07-20 15:59:21+00:00,create package,,,"['i-882063', 'i-882043', 'i-882044', 'i-882042', 'i-882064', 'i-882065', 'i-882066', 'i-882112', 'i-881956', 'i-882091', 'i-882131', 'i-882045']","['iPhone 11 Pro', 'Fire Stick', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPhone 11', 'iPhone X', 'Echo', 'Echo Show 5', 'Echo Show 5', 'Echo', 'Echo Plus', 'Echo Dot']",['Leah Tacke genannt Unterberg'],['p-660285']
pick_i-882128,2023-07-20 15:59:21+00:00,pick item,,,['i-882128'],['iPhone X'],['Christopher Schwanen'],
pick_i-882124,2023-07-20 15:59:21+00:00,pick item,,,['i-882124'],['iPad mini'],['Mahsa Bafrani'],
pick_i-882126,2023-07-20 15:59:21+00:00,pick item,,,['i-882126'],['iPhone X'],['Leah Tacke genannt Unterberg'],
place_o-990544,2023-07-20 16:16:16+00:00,place order,['o-990544'],['Mediterranea Luxury Cruises S.p.A.'],"['i-882147', 'i-882148', 'i-882149', 'i-882150']","['Echo Show 5', 'Echo Plus', 'iPhone 11 Pro', 'iPhone 11']",,
deliver_p-660271,2023-07-20 17:20:00+00:00,package delivered,,,"['i-881817', 'i-881945', 'i-881944', 'i-881993', 'i-881818', 'i-881943']","['Echo', 'iPad', 'Echo Show 5', 'Echo Dot', 'Fire Stick 4K', 'iPhone 8']",['Viki Peeva'],['p-660271']
place_o-990545,2023-07-20 17:50:38+00:00,place order,['o-990545'],['Carpathian Financial Services plc'],"['i-882151', 'i-882152', 'i-882153']","['Fire Stick', 'iPad', 'iPhone 11']",,
pick_i-882130,2023-07-20 18:07:35+00:00,pick item,,,['i-882130'],['iPhone 8'],['Marco Pegoraro'],
pay_o-990344,2023-07-20 18:30:58+00:00,pay order,['o-990344'],,"['i-881356', 'i-881357', 'i-881358', 'i-881359', 'i-881360', 'i-881361', 'i-881362']","['Kindle Paperwhite', 'Fire Stick', 'iPad Pro', 'iPhone 8', 'Kindle Paperwhite', 'iPhone 8', 'Echo Plus']",,
confirm_o-990532,2023-07-20 18:49:23+00:00,confirm order,['o-990532'],['Riviera Robotics SAS'],"['i-882093', 'i-882094', 'i-882095', 'i-882096']","['iPad Air', 'iPad Air', 'Kindle', 'iPhone X']",['Istvan Koren'],
place_o-990546,2023-07-20 20:08:05+00:00,place order,['o-990546'],['Nordica Systems GmbH'],"['i-882154', 'i-882155', 'i-882156', 'i-882157']","['MacBook Air', 'Kindle Paperwhite', 'iPad', 'Echo Show 5']",,
reorder_i-881970,2023-07-20 20:25:37+00:00,reorder item,,,['i-881970'],['Echo Show 8'],['Nina Graves'],
reorder_i-882003,2023-07-20 20:39:02+00:00,reorder item,,,['i-882003'],['Fire Stick 4K'],['Marco Pegoraro'],
confirm_o-990533,2023-07-20 20:40:30+00:00,confirm order,['o-990533'],['Pantheon Art Gallery Kft.'],"['i-882097', 'i-882098', 'i-882099', 'i-882100', 'i-882101', 'i-882102']","['iPad', 'iPhone 11 Pro', 'iPad', 'Fire Stick 4K', 'Fire Stick 4K', 'iPad']",['Istvan Koren'],
pay_o-990407,2023-07-20 20:53:15+00:00,pay order,['o-990407'],,"['i-881600', 'i-881601', 'i-881602', 'i-881603', 'i-881604']","['iPhone 8', 'iPad mini', 'Echo Show 8', 'Fire Stick 4K', 'iPad Pro']",,
send_p-660285,2023-07-20 20:59:21+00:00,send package,,,"['i-882063', 'i-882043', 'i-882044', 'i-882042', 'i-882064', 'i-882065', 'i-882066', 'i-882112', 'i-881956', 'i-882091', 'i-882131', 'i-882045']","['iPhone 11 Pro', 'Fire Stick', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPhone 11', 'iPhone X', 'Echo', 'Echo Show 5', 'Echo Show 5', 'Echo', 'Echo Plus', 'Echo Dot']","['Yisong Zhang', 'Mahsa Bafrani']",['p-660285']
deliver_p-660279,2023-07-20 22:16:16+00:00,package delivered,,,"['i-882007', 'i-881975', 'i-882046', 'i-882049', 'i-881972']","['iPad', 'Kindle', 'Echo Plus', 'Kindle Paperwhite', 'Echo Plus']",['Gyunam Park'],['p-660279']
reorder_i-881902,2023-07-20 22:34:35+00:00,reorder item,,,['i-881902'],['iPad'],['Mahsa Bafrani'],
place_o-990547,2023-07-20 22:52:21+00:00,place order,['o-990547'],['Baltic Wave Energies Ltd.'],"['i-882158', 'i-882159']","['Echo Dot', 'iPad Air']",,
confirm_o-990534,2023-07-20 22:55:45+00:00,confirm order,['o-990534'],['AlpenTech Innovations AG'],"['i-882103', 'i-882104', 'i-882105', 'i-882106', 'i-882107']","['Echo Show 8', 'iPhone X', 'Echo Show 5', 'MacBook Pro', 'Fire Stick']",['Wil van der Aalst'],
pick_i-882100,2023-07-20 23:43:50+00:00,pick item,,,['i-882100'],['Fire Stick 4K'],['Marco Pegoraro'],
reorder_i-881887,2023-07-20 23:59:21+00:00,reorder item,,,['i-881887'],['Echo'],['Detlef Wetzeler'],
confirm_o-990535,2023-07-21 00:26:16+00:00,confirm order,['o-990535'],['Eastern Oak Insurance Zrt.'],"['i-882108', 'i-882109', 'i-882110', 'i-882111', 'i-882112']","['Echo Show 5', 'iPhone 11', 'iPad Air', 'iPhone X', 'Echo Show 5']",['Mara Nitschke'],
out_of_stock_i-882038,2023-07-21 00:27:52+00:00,item out of stock,,,['i-882038'],['Echo Show 8'],['Detlef Wetzeler'],
fail_p-660278_72,2023-07-21 01:34:32+00:00,failed delivery,,,"['i-881976', 'i-881969', 'i-881967', 'i-881977', 'i-881736', 'i-881850', 'i-882061', 'i-882059', 'i-882060', 'i-881971']","['iPhone 8', 'iPad Pro', 'iPhone X', 'iPhone 8', 'iPad Air', 'Echo Studio', 'Echo Studio', 'Echo Plus', 'iPad mini', 'Echo Dot']",['Gyunam Park'],['p-660278']
deliver_p-660280,2023-07-21 01:49:40+00:00,package delivered,,,"['i-881995', 'i-881860', 'i-881994']","['Echo Plus', 'Kindle Paperwhite', 'Echo Plus']",['Eduardo Goulart Rocha'],['p-660280']
pick_i-882107,2023-07-21 01:59:05+00:00,pick item,,,['i-882107'],['Fire Stick'],['Marco Pegoraro'],
confirm_o-990536,2023-07-21 02:27:18+00:00,confirm order,['o-990536'],['Iberian Sun Solaridades SA'],"['i-882113', 'i-882114', 'i-882115', 'i-882116', 'i-882117', 'i-882118', 'i-882119']","['MacBook Air', 'iPad', 'iPhone 11 Pro', 'Echo Dot', 'MacBook Air', 'iPhone 8', 'Echo']",['Christine von Dobbert'],
reorder_i-881996,2023-07-21 02:31:58+00:00,reorder item,,,['i-881996'],['iPhone 8'],['Marco Pegoraro'],
out_of_stock_i-882018,2023-07-21 02:59:18+00:00,item out of stock,,,['i-882018'],['Echo Dot'],['Leah Tacke genannt Unterberg'],
pick_i-882111,2023-07-21 03:29:36+00:00,pick item,,,['i-882111'],['iPhone X'],['Nina Graves'],
pick_i-882108,2023-07-21 03:29:36+00:00,pick item,,,['i-882108'],['Echo Show 5'],['Christopher Schwanen'],
confirm_o-990537,2023-07-21 04:29:21+00:00,confirm order,['o-990537'],['Vesta Fashion House GmbH'],"['i-882120', 'i-882121', 'i-882122', 'i-882123', 'i-882124', 'i-882125', 'i-882126', 'i-882127', 'i-882128']","['Echo Studio', 'iPhone 8', 'MacBook Air', 'Echo Plus', 'iPad mini', 'Echo Plus', 'iPhone X', 'iPad mini', 'iPhone X']",['Jan Niklas Adams'],
pick_i-882136,2023-07-21 04:40:22+00:00,pick item,,,['i-882136'],['iPad mini'],['Christopher Schwanen'],
pick_i-882135,2023-07-21 05:17:48+00:00,pick item,,,['i-882135'],['iPad'],['Leah Tacke genannt Unterberg'],
pick_i-882134,2023-07-21 05:17:48+00:00,pick item,,,['i-882134'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
reorder_i-882008,2023-07-21 05:26:37+00:00,reorder item,,,['i-882008'],['Echo Dot'],['Marco Pegoraro'],
out_of_stock_i-882054,2023-07-21 05:29:36+00:00,item out of stock,,,['i-882054'],['Kindle'],['Detlef Wetzeler'],
pick_i-882116,2023-07-21 05:30:38+00:00,pick item,,,['i-882116'],['Echo Dot'],['Mahsa Bafrani'],
pick_i-882118,2023-07-21 05:30:38+00:00,pick item,,,['i-882118'],['iPhone 8'],['Benedikt Knopp'],
create_p-660286,2023-07-21 06:11:16+00:00,create package,,,"['i-882035', 'i-882057', 'i-882050', 'i-882058', 'i-882056', 'i-882055', 'i-882089', 'i-882088', 'i-882090', 'i-882087', 'i-882052']","['Kindle Paperwhite', 'Echo Show 5', 'Echo', 'iPad mini', 'iPhone 11 Pro', 'MacBook Pro', 'iPad', 'iPad', 'iPad mini', 'Kindle Paperwhite', 'Kindle Paperwhite']",['Marco Pegoraro'],['p-660286']
pick_i-881880,2023-07-21 06:11:16+00:00,pick item,,,['i-881880'],['Echo'],['Leah Tacke genannt Unterberg'],
deliver_p-660282,2023-07-21 06:16:20+00:00,package delivered,,,"['i-881905', 'i-882019', 'i-882021', 'i-882020', 'i-881834', 'i-881900', 'i-881756']","['Echo', 'Kindle', 'iPhone 8', 'Kindle Paperwhite', 'Fire Stick 4K', 'iPad', 'iPhone 11 Pro']",['Viki Peeva'],['p-660282']
confirm_o-990538,2023-07-21 06:37:35+00:00,confirm order,['o-990538'],['Eastern Oak Insurance Zrt.'],"['i-882129', 'i-882130', 'i-882131', 'i-882132']","['iPad mini', 'iPhone 8', 'Echo Plus', 'iPhone X']",['Mara Nitschke'],
pay_o-990474,2023-07-21 07:15:36+00:00,pay order,['o-990474'],,"['i-881862', 'i-881863', 'i-881864']","['Echo Show 8', 'MacBook Pro', 'MacBook Pro']",,
pick_i-882120,2023-07-21 07:32:41+00:00,pick item,,,['i-882120'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-882127,2023-07-21 07:32:41+00:00,pick item,,,['i-882127'],['iPad mini'],['Christopher Schwanen'],
pick_i-882146,2023-07-21 08:15:45+00:00,pick item,,,['i-882146'],['iPad mini'],['Christopher Schwanen'],
pick_i-882138,2023-07-21 09:05:30+00:00,pick item,,,['i-882138'],['Echo Show 5'],['Detlef Wetzeler'],
pick_i-882140,2023-07-21 09:05:30+00:00,pick item,,,['i-882140'],['iPhone 11'],['Mahsa Bafrani'],
out_of_stock_i-882115,2023-07-21 09:23:58+00:00,item out of stock,,,['i-882115'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
place_o-990548,2023-07-21 09:32:53+00:00,place order,['o-990548'],['Baltic Wave Energies Ltd.'],"['i-882160', 'i-882161', 'i-882162']","['Echo Dot', 'Echo Plus', 'iPad Pro']",,
reminder_o-990422_117,2023-07-21 10:07:31+00:00,payment reminder,['o-990422'],,"['i-881663', 'i-881664']","['Echo', 'iPhone 11 Pro']",,
confirm_o-990539,2023-07-21 10:08:01+00:00,confirm order,['o-990539'],['Vesta Fashion House GmbH'],['i-882133'],['Fire Stick'],['Jan Niklas Adams'],
pick_i-882110,2023-07-21 10:09:36+00:00,pick item,,,['i-882110'],['iPad Air'],['Nina Graves'],
pick_i-882143,2023-07-21 10:29:05+00:00,pick item,,,['i-882143'],['Echo Show 8'],['Marco Pegoraro'],
pick_i-882145,2023-07-21 10:29:05+00:00,pick item,,,['i-882145'],['Echo Studio'],['Nina Graves'],
pick_i-881907,2023-07-21 10:53:56+00:00,pick item,,,['i-881907'],['Echo Dot'],['Detlef Wetzeler'],
send_p-660286,2023-07-21 11:11:16+00:00,send package,,,"['i-882035', 'i-882057', 'i-882050', 'i-882058', 'i-882056', 'i-882055', 'i-882089', 'i-882088', 'i-882090', 'i-882087', 'i-882052']","['Kindle Paperwhite', 'Echo Show 5', 'Echo', 'iPad mini', 'iPhone 11 Pro', 'MacBook Pro', 'iPad', 'iPad', 'iPad mini', 'Kindle Paperwhite', 'Kindle Paperwhite']","['Viki Peeva', 'Yisong Zhang']",['p-660286']
place_o-990549,2023-07-21 11:23:52+00:00,place order,['o-990549'],['Danube Pharmaceuticals BV'],"['i-882163', 'i-882164', 'i-882165', 'i-882166', 'i-882167', 'i-882168']","['Echo Plus', 'MacBook Air', 'iPad Air', 'iPhone 8', 'Kindle', 'Kindle']",,
pay_o-990410,2023-07-21 11:58:33+00:00,pay order,['o-990410'],,"['i-881611', 'i-881612', 'i-881613', 'i-881614', 'i-881615', 'i-881616', 'i-881617', 'i-881618', 'i-881619']","['iPad mini', 'Fire Stick 4K', 'Fire Stick', 'Kindle Paperwhite', 'Echo Show 8', 'iPhone 11', 'iPhone X', 'iPad Air', 'Fire Stick 4K']",,
create_p-660287,2023-07-21 12:16:16+00:00,create package,,,"['i-881893', 'i-881951']","['iPad', 'iPhone 8']",['Benedikt Knopp'],['p-660287']
pick_i-882148,2023-07-21 12:16:16+00:00,pick item,,,['i-882148'],['Echo Plus'],['Christopher Schwanen'],
pick_i-882150,2023-07-21 12:16:16+00:00,pick item,,,['i-882150'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-882149,2023-07-21 12:16:16+00:00,pick item,,,['i-882149'],['iPhone 11 Pro'],['Christopher Schwanen'],
place_o-990550,2023-07-21 13:05:50+00:00,place order,['o-990550'],['Danube Pharmaceuticals BV'],"['i-882169', 'i-882170', 'i-882171', 'i-882172', 'i-882173', 'i-882174', 'i-882175']","['Echo', 'iPad', 'iPad Pro', 'MacBook Pro', 'Echo Show 8', 'Echo Show 8', 'Echo Studio']",,
create_p-660288,2023-07-21 13:23:56+00:00,create package,,,"['i-882068', 'i-882070', 'i-882072', 'i-882073', 'i-882099', 'i-882097', 'i-882069', 'i-882098', 'i-882101', 'i-882102', 'i-882100', 'i-882067']","['Echo Dot', 'iPhone 8', 'Kindle Paperwhite', 'Echo Show 5', 'iPad', 'iPad', 'iPad Pro', 'iPhone 11 Pro', 'Fire Stick 4K', 'iPad', 'Fire Stick 4K', 'iPhone 8']",['Christopher Schwanen'],['p-660288']
pick_i-881909,2023-07-21 13:23:56+00:00,pick item,,,['i-881909'],['Fire Stick'],['Christopher Schwanen'],
fail_p-660281_73,2023-07-21 13:26:10+00:00,failed delivery,,,['i-881999'],['iPad Pro'],['Eduardo Goulart Rocha'],['p-660281']
deliver_p-660283,2023-07-21 13:37:10+00:00,package delivered,,,"['i-882028', 'i-882024', 'i-882027', 'i-882022', 'i-882025', 'i-882026', 'i-882074', 'i-882078', 'i-882077', 'i-882082', 'i-882084', 'i-882081', 'i-882079', 'i-882075', 'i-882080', 'i-882029']","['iPad Pro', 'Echo Dot', 'Kindle Paperwhite', 'Fire Stick 4K', 'MacBook Pro', 'Echo Studio', 'Echo Plus', 'Kindle', 'iPad Pro', 'Echo Dot', 'Kindle', 'MacBook Air', 'Echo Plus', 'Echo Show 5', 'Echo', 'iPhone X']",['Yisong Zhang'],['p-660283']
pick_i-882153,2023-07-21 13:50:38+00:00,pick item,,,['i-882153'],['iPhone 11'],['Nina Graves'],
pick_i-882156,2023-07-21 13:54:45+00:00,pick item,,,['i-882156'],['iPad'],['Marco Pegoraro'],
pick_i-882125,2023-07-21 14:12:41+00:00,pick item,,,['i-882125'],['Echo Plus'],['Nina Graves'],
pick_i-882123,2023-07-21 14:12:41+00:00,pick item,,,['i-882123'],['Echo Plus'],['Detlef Wetzeler'],
pick_i-882121,2023-07-21 14:12:41+00:00,pick item,,,['i-882121'],['iPhone 8'],['Benedikt Knopp'],
out_of_stock_i-882086,2023-07-21 14:26:17+00:00,item out of stock,,,['i-882086'],['Echo'],['Leah Tacke genannt Unterberg'],
place_o-990551,2023-07-21 14:29:45+00:00,place order,['o-990551'],['SwissPeak Timepieces AG'],"['i-882176', 'i-882177', 'i-882178']","['Echo Show 8', 'iPhone X', 'Echo']",,
reorder_i-881922,2023-07-21 15:59:07+00:00,reorder item,,,['i-881922'],['Kindle Paperwhite'],['Christopher Schwanen'],
pick_i-882155,2023-07-21 16:08:05+00:00,pick item,,,['i-882155'],['Kindle Paperwhite'],['Christopher Schwanen'],
place_o-990552,2023-07-21 16:17:36+00:00,place order,['o-990552'],['Nordica Systems GmbH'],"['i-882179', 'i-882180', 'i-882181']","['Echo Show 8', 'Echo Dot', 'Fire Stick']",,
pick_i-882129,2023-07-21 16:20:55+00:00,pick item,,,['i-882129'],['iPad mini'],['Marco Pegoraro'],
pick_i-882158,2023-07-21 16:39:01+00:00,pick item,,,['i-882158'],['Echo Dot'],['Marco Pegoraro'],
reminder_o-990471_118,2023-07-21 16:45:58+00:00,payment reminder,['o-990471'],,"['i-881854', 'i-881855']","['iPad Pro', 'iPad Pro']",,
send_p-660287,2023-07-21 17:16:16+00:00,send package,,,"['i-881893', 'i-881951']","['iPad', 'iPhone 8']","['Alessandro Berti', 'Detlef Wetzeler']",['p-660287']
place_o-990553,2023-07-21 17:53:18+00:00,place order,['o-990553'],['Balkan Minerals d.o.o.'],"['i-882182', 'i-882183', 'i-882184', 'i-882185']","['MacBook Pro', 'iPad mini', 'Echo Show 8', 'iPhone X']",,
send_p-660288,2023-07-21 18:23:56+00:00,send package,,,"['i-882068', 'i-882070', 'i-882072', 'i-882073', 'i-882099', 'i-882097', 'i-882069', 'i-882098', 'i-882101', 'i-882102', 'i-882100', 'i-882067']","['Echo Dot', 'iPhone 8', 'Kindle Paperwhite', 'Echo Show 5', 'iPad', 'iPad', 'iPad Pro', 'iPhone 11 Pro', 'Fire Stick 4K', 'iPad', 'Fire Stick 4K', 'iPhone 8']","['Eduardo Goulart Rocha', 'Eduardo Goulart Rocha']",['p-660288']
pick_i-882159,2023-07-21 18:52:21+00:00,pick item,,,['i-882159'],['iPad Air'],['Benedikt Knopp'],
pick_i-882133,2023-07-21 19:51:21+00:00,pick item,,,['i-882133'],['Fire Stick'],['Nina Graves'],
confirm_o-990540,2023-07-21 20:01:08+00:00,confirm order,['o-990540'],['Riviera Robotics SAS'],"['i-882134', 'i-882135']","['Kindle Paperwhite', 'iPad']",['Mara Nitschke'],
place_o-990554,2023-07-21 20:16:05+00:00,place order,['o-990554'],['SwissPeak Timepieces AG'],"['i-882186', 'i-882187']","['MacBook Pro', 'iPad mini']",,
out_of_stock_i-882071,2023-07-21 20:40:31+00:00,item out of stock,,,['i-882071'],['Kindle'],['Detlef Wetzeler'],
reorder_i-882010,2023-07-21 21:02:38+00:00,reorder item,,,['i-882010'],['Kindle'],['Detlef Wetzeler'],
confirm_o-990541,2023-07-21 21:37:02+00:00,confirm order,['o-990541'],['Iberian Sun Solaridades SA'],"['i-882136', 'i-882137']","['iPad mini', 'iPad']",['Christine von Dobbert'],
out_of_stock_i-882093,2023-07-21 22:36:03+00:00,item out of stock,,,['i-882093'],['iPad Air'],['Mahsa Bafrani'],
pay_o-990498,2023-07-21 22:43:25+00:00,pay order,['o-990498'],,"['i-881950', 'i-881951']","['Echo Show 5', 'iPhone 8']",,
place_o-990555,2023-07-21 23:08:21+00:00,place order,['o-990555'],['Celtica Green Farms Oy'],"['i-882188', 'i-882189', 'i-882190']","['Echo Plus', 'iPad Pro', 'Echo']",,
pay_o-990387,2023-07-21 23:19:58+00:00,pay order,['o-990387'],,['i-881529'],['Echo Show 8'],,
reorder_i-881947,2023-07-21 23:21:57+00:00,reorder item,,,['i-881947'],['Echo Show 5'],['Christopher Schwanen'],
reorder_i-882006,2023-07-21 23:29:57+00:00,reorder item,,,['i-882006'],['Kindle'],['Benedikt Knopp'],
confirm_o-990542,2023-07-21 23:48:50+00:00,confirm order,['o-990542'],['Golden Fleece Textiles S.A.R.L.'],"['i-882138', 'i-882139', 'i-882140']","['Echo Show 5', 'Echo Studio', 'iPhone 11']",['Mara Nitschke'],
create_p-660289,2023-07-22 01:00:00+00:00,create package,,,"['i-881876', 'i-881880', 'i-882148', 'i-882150', 'i-882149', 'i-881952']","['Fire Stick', 'Echo', 'Echo Plus', 'iPhone 11', 'iPhone 11 Pro', 'MacBook Air']",['Christopher Schwanen'],['p-660289']
